date,agency,filing_title,keyword_count
3/19/2025,Energy Department,"Town of Stowe Electric Department; Notice of Application Accepted for Filing, Intent To Waive Scoping, Soliciting Motions To Intervene and Protests, Ready for Environmental Analysis, and Soliciting Comments, Recommendations, and Terms and Conditions",0
3/19/2025,Energy Department,Green Mountain Power Corporation; Notice of Application Tendered for Filing With the Commission and Establishing Procedural Schedule for Licensing and Deadline for Submissions of Final Amendments,0
3/19/2025,Energy Department,Sunshine Act Meetings,0
3/19/2025,Energy Department,Combined Notice of Filings #1,0
3/20/2025,Energy Department,Energy Conservation Program: Energy Conservation Standards for Consumer Gas-Fired Instantaneous Water Heaters,0
3/20/2025,Energy Department,Energy Conservation Program: Energy Conservation Standards for Walk-In Coolers and Walk-In Freezers,0
3/20/2025,Energy Department,Energy Conservation Program: Test Procedures for Central Air Conditioners and Heat Pumps,0
3/20/2025,Energy Department,"Forestport Hydro, LLC; Notice of Application Tendered for Filing With the Commission and Soliciting Additional Study Requests and Establishing Procedural Schedule for Relicensing and a Deadline for Submission of Final Amendments",0
3/20/2025,Energy Department,Combined Notice of Filings #1,0
3/21/2025,Energy Department,Combined Notice of Filings #1,0
3/25/2025,Energy Department,Combined Notice of Filings #1,0
3/26/2025,Energy Department,Commission Information Collection Activities (FERC Form Nos. 6 and 6-Q); Comment Request; Extension,1
3/26/2025,Energy Department,International Energy Agency Meetings,0
3/26/2025,Energy Department,Combined Notice of Filings #1,0
3/28/2025,Energy Department,Combined Notice of Filings #1,0
3/31/2025,Energy Department,Combined Notice of Filings #1,0
4/1/2025,Energy Department,Combined Notice of Filings #1,0
4/1/2025,Energy Department,"Notice of Motion for Deferral of Effective Date: Black Hills Colorado Electric, LLC; Black Hills Power, Inc.; Cheyenne Light, Fuel and Power Company; El Paso Electric Company; Public Service Company of Colorado; Tucson Electric Power Company; UNS Electric, Inc.",0
4/2/2025,Energy Department,Rescission of Policy Statement on Export Commencement Deadlines in Authorizations To Export Natural Gas to Non-Free Trade Agreement Countries,0
4/2/2025,Energy Department,Combined Notice of Filings #1,0
4/3/2025,Energy Department,Agency Information Collection Extension,0
4/3/2025,Energy Department,"Notice of Early Public and Governmental Engagement for Potential Designation of Tribal Energy Access, Southwestern Grid Connector, and Lake Erie-Canada National Interest Electric Transmission Corridors; Reopening of Comment Period",1
4/4/2025,Energy Department,Combined Notice of Filings #1,0
4/4/2025,Energy Department,Agency Information Collection Extension,0
4/4/2025,Energy Department,Annual Report of Closed Advisory Committee Meetings,0
4/4/2025,Energy Department,"Black Canyon Hydro, LLC; Notice of Intent To Prepare an Environmental Impact Statement for the Seminoe Pumped Storage Project, Schedule for Environmental Review, and Request for Comments",0
4/7/2025,Energy Department,Request for Information on Artificial Intelligence Infrastructure on DOE Lands,1
4/7/2025,Energy Department,Combined Notice of Filings #1,0
4/8/2025,Energy Department,"Environmental Management Site-Specific Advisory Board, Hanford",0
4/8/2025,Energy Department,Combined Notice of Filings #1,0
4/9/2025,Energy Department,Meeting the Challenge of Resource Adequacy in Regional Transmission Organization and Independent System Operator Regions; Supplemental Notice of Commissioner-Led Technical Conference,0
4/9/2025,Energy Department,Agency Information Collection Extension,0
4/9/2025,Energy Department,Combined Notice of Filings,0
4/9/2025,Energy Department,"Algonquin Gas Transmission, LLC; Notice of Scoping Period Requesting Comments on Environmental Issues for the Planned Cape Cod Canal Bridge Relocation Project, and Notice of Public Scoping Session",0
4/9/2025,Energy Department,Combined Notice of Filings #1,0
4/10/2025,Energy Department,Combined Notice of Filings #1,0
4/11/2025,Energy Department,Combined Notice of Filings #1,0
4/14/2025,Energy Department,"Environmental Management Site-Specific Advisory Board, Northern New Mexico",0
4/14/2025,Energy Department,Combined Notice of Filings #1,0
4/15/2025,Energy Department,Repeal of the Definition of Showerhead,0
4/15/2025,Energy Department,Combined Notice of Filings #1,0
4/16/2025,Energy Department,"Environmental Management Site-Specific Advisory Board, Paducah",0
4/16/2025,Energy Department,Sunshine Act Meetings,0
4/17/2025,Energy Department,"Environmental Management Site-Specific Advisory Board, Oak Ridge",0
4/17/2025,Energy Department,"Energy Conservation Program: Procedures, Interpretations, and Policies for Consideration of New or Revised Energy Conservation Standards and Test Procedures for Consumer Products and Certain Commercial/Industrial Equipment",0
4/17/2025,Energy Department,Combined Notice of Filings #1,0
4/18/2025,Energy Department,"Environmental Management Site-Specific Advisory Board, Savannah River Site",0
4/18/2025,Energy Department,Energy Conservation Program: Proposed Withdrawal of Determination of Portable Electric Spas as a Covered Consumer Product,0
4/18/2025,Energy Department,Federal and State Current Issues Collaborative; Notice of Meeting and Agenda,0
4/18/2025,Energy Department,Combined Notice of Filings #1,0
4/21/2025,Energy Department,Combined Notice of Filings #1,0
4/22/2025,Energy Department,Combined Notice of Filings #1,0
4/22/2025,Energy Department,Northwest Pipeline LLC; Notice of Application and Establishing Intervention Deadline,0
4/23/2025,Energy Department,Sierra Nevada Region Pacific Alternating Current Intertie Point-to-Point Transmission Service-Rate Order No. WAPA-211,0
4/23/2025,Energy Department,Combined Notice of Filings #1,0
4/24/2025,Energy Department,Energy Conservation Program: Energy Conservation Standards for Manufactured Housing,0
4/24/2025,Energy Department,Combined Notice of Filings #1,0
4/24/2025,Energy Department,Commission Information Collection Activities (FERC-715); Comment Request; Extension,1
4/25/2025,Energy Department,Industrial Technology Innovation Advisory Committee,0
4/25/2025,Energy Department,Combined Notice of Filings #1,0
4/28/2025,Energy Department,Building for the Future Through Electric Regional Transmission Planning and Cost Allocation,0
4/28/2025,Energy Department,Boulder Canyon Project,0
4/28/2025,Energy Department,Combined Notice of Filings #1,0
4/29/2025,Energy Department,Energy Conservation Program: Notice of Decision and Order Granting an Exemption to E.L. Foust Co. From the Department of Energy Air Cleaner Energy Conservation Standards,0
4/29/2025,Energy Department,Integrated System-Rate Order No. SWPA-87,0
4/30/2025,Energy Department,Energy Conservation Program: Notification of Petition for Rulemaking,0
4/30/2025,Energy Department,Combined Notice of Filings #1,0
5/1/2025,Energy Department,Combined Notice of Filings #1,0
5/2/2025,Energy Department,Combined Notice of Filings #1,0
5/5/2025,Energy Department,Clean Energy for New Federal Buildings and Major Renovations of Federal Buildings; Stay,0
5/5/2025,Energy Department,Combined Notice of Filings #1,0
5/5/2025,Energy Department,GridLiance Heartland LLC; Notice of Motion for Extension of Time,0
5/6/2025,Energy Department,"California Department of Water Resources & Los Angeles Department of Water and Power; Notice of Intent To Prepare an Environmental Impact Statement for the South State Water Project Hydroelectric Project, Schedule for Environmental Review, and Request for Comments",0
5/7/2025,Energy Department,Combined Notice of Filings,0
5/7/2025,Energy Department,Energy Conservation Program: Final Withdrawal of Determination of Miscellaneous Gas Products as a Covered Consumer Product,0
5/7/2025,Energy Department,Change in Control: Mexico Pacific Limited LLC,0
5/7/2025,Energy Department,Agency Information Collection Extension,0
5/7/2025,Energy Department,"Environmental Management Site-Specific Advisory Board, Portsmouth",0
5/7/2025,Energy Department,"EONY Generation Limited, Notice of Application Accepted for Filing, Soliciting Motions To Intervene and Protests, Ready for Environmental Analysis, and Soliciting Comments, Recommendations, Terms and Conditions, and Prescriptions",0
5/7/2025,Energy Department,Combined Notice of Filings #1,0
5/7/2025,Energy Department,Combined Notice of Filings #2,0
5/8/2025,Energy Department,Proposed Subsequent Arrangement,0
5/8/2025,Energy Department,Combined Notice of Filings #1,0
5/9/2025,Energy Department,Notice of Intent To Prepare a Programmatic Environmental Impact Statement for Plutonium Pit Production,0
5/9/2025,Energy Department,"Environmental Management Site-Specific Advisory Board, Nevada",0
5/9/2025,Energy Department,"HGE Energy Storage 8, LLC; Notice of Preliminary Permit Application Accepted for Filing and Soliciting Comments, Motions To Intervene, and Competing Applications",0
5/12/2025,Energy Department,Notice of Effectiveness of Exempt Wholesale Generator Status,0
5/12/2025,Energy Department,Combined Notice of Filings #2,0
5/12/2025,Energy Department,Combined Notice of Filings #1,0
5/13/2025,Energy Department,"Environmental Management Site-Specific Advisory Board, Oak Ridge",0
5/13/2025,Energy Department,"Environmental Management Site-Specific Advisory Board, Paducah",0
5/13/2025,Energy Department,Amendment to and Addition of Property for the Kansas City National Security Campus (KCNSC) New Mexico Operations (NMO),0
5/13/2025,Energy Department,Electricity Advisory Committee,0
5/13/2025,Energy Department,Sunshine Act Meetings,0
5/13/2025,Energy Department,Combined Notice of Filings #1,0
5/15/2025,Energy Department,Rescinded Guidance Materials,0
5/15/2025,Energy Department,Agency Information Collection Extension,0
5/15/2025,Energy Department,Industrial Technology Innovation Advisory Committee,0
5/15/2025,Energy Department,"Proposed Rate Adjustment, Proposed Adjustment to True-Up Mechanism, Public Forum, and Opportunities for Public Review and Comment for Kerr-Philpott System",0
5/15/2025,Energy Department,"Proposed Rate Adjustment, Public Forum, and Opportunities for Public Review and Comment for Cumberland System of Projects",0
5/15/2025,Energy Department,"Lyonsdale Associates, LLC; Notice of Application Accepted for Filing, Soliciting Motions To Intervene and Protests, Ready for Environmental Analysis, and Soliciting Comments, Recommendations, Terms and Conditions, and Prescriptions",0
5/15/2025,Energy Department,Combined Notice of Filings #1,0
5/15/2025,Energy Department,Combined Notice of Filings #2,0
5/15/2025,Energy Department,Combined Notice of Filings #3,0
5/15/2025,Energy Department,Increasing Market and Planning Efficiency Through Improved Software; Supplemental Notice of Technical Conference on Increasing Real-Time and Day-Ahead Market and Planning Efficiency through Improved Software,0
5/16/2025,Energy Department,Robert D. Willis Power Rate,0
5/16/2025,Energy Department,Energy Conservation Program: Energy Conservation Standards for Conventional Ovens,0
5/16/2025,Energy Department,Energy Conservation Program: Rescinding the Amended Water Conservation Standards for Commercial Clothes Washers,0
5/16/2025,Energy Department,Energy Conservation Program: Rescinding the Efficiency Standards for Battery Chargers,0
5/16/2025,Energy Department,Revisions to the Office of Hearings and Appeals Procedural Regulations for the DOE Contractor Employee Protection Program,1
5/16/2025,Energy Department,Energy Conservation Program: Proposed Withdrawal of Determination of Air Cleaners as a Covered Consumer Product,0
5/16/2025,Energy Department,Rescinding Regulations Related to Nondiscrimination in Federally Assisted Programs or Activities (Nondiscrimination on the Basis of Age),0
5/16/2025,Energy Department,Rescinding Regulations Related to Nondiscrimination on the Basis of Sex in Education Programs or Activities Receiving Federal Financial Assistance,0
5/16/2025,Energy Department,Rescinding Regulations Related to Nondiscrimination in Federally Assisted Programs or Activities (General Provisions),0
5/16/2025,Energy Department,Energy Conservation Program: Test Procedures for Small Electric Motors,0
5/16/2025,Energy Department,Rescinding the Amended Water Use Standards for Residential Dishwashers,0
5/16/2025,Energy Department,Rescinding the Grant Programs for Schools and Hospitals and Buildings Owned by Units of Local Government and Public Care Institutions Regulations,0
5/16/2025,Energy Department,Energy Conservation Program: Energy Conservation Standards for Conventional Cooking Tops,0
5/16/2025,Energy Department,Energy Conservation Program: Energy Conservation Program: Energy Conservation Standards for Microwave Ovens,0
5/16/2025,Energy Department,Energy Conservation Program: Energy Conservation Standards for External Power Supplies,0
5/16/2025,Energy Department,Compliance With Floodplain and Wetland Environmental Review Requirements,0
5/16/2025,Energy Department,"Rescinding Reporting Requirements, Certification, Independent Verification, and DOE Review for Voluntary Greenhouse Gas Reporting",1
5/16/2025,Energy Department,Energy Conservation Program: Proposed Withdrawal of Determination of Miscellaneous Refrigeration Products as a Covered Consumer Product,0
5/16/2025,Energy Department,Energy Conservation Program: Energy Conservation Standards for Consumer Furnace Fans,0
5/16/2025,Energy Department,Energy Conservation Program: Proposed Withdrawal of Determination of Compressors as a Covered Equipment,0
5/16/2025,Energy Department,Energy Conservation Program: Energy Conservation Standards for Compact Residential Clothes Washers,0
5/16/2025,Energy Department,Energy Conservation Program: Test Procedures for Commercial Warm Air Furnaces,0
5/16/2025,Energy Department,Energy Conservation Program: Exempt Power Supplies Under the EPS Service Parts Act of 2014,0
5/16/2025,Energy Department,Energy Conservation Program: Energy Conservation Standards for Residential Clothes Washers,0
5/16/2025,Energy Department,Energy Conservation Program: Proposed Withdrawal of Determination of Portable Air Conditioners as a Covered Consumer Product,0
5/16/2025,Energy Department,Energy Conservation Program: Energy Conservation Standards for Automatic Commercial Ice Makers,0
5/16/2025,Energy Department,Energy Conservation Program: Energy Conservation Standards for Faucets,0
5/16/2025,Energy Department,Energy Conservation Program: Energy Conservation Standards for Commercial Prerinse Spray Valves,0
5/16/2025,Energy Department,Rescinding Regulations for Loans for Minority Business Enterprises Seeking DOE Contracts and Assistance,1
5/16/2025,Energy Department,Rescinding the Production Incentives for Cellulosic Biofuels,0
5/16/2025,Energy Department,Rescinding Obsolete Transfer of Proceedings Regulations,0
5/16/2025,Energy Department,Renewable Energy Production Incentives,0
5/16/2025,Energy Department,Rescinding Obsolete Financial Assistance Rules,0
5/16/2025,Energy Department,Energy Conservation Program: Rescinding in Part the Amended Energy Conservation Standards for Dehumidifiers,0
5/16/2025,Energy Department,Nondiscrimination on the Basis of Sex in Sports Programs Arising Out of Federal Financial Assistance,0
5/16/2025,Energy Department,Energy Conservation Program: Proposed Withdrawal of Determination of Fans and Blowers as Covered Equipment,0
5/16/2025,Energy Department,Application for Authorization To Transmit Electric Energy to a Foreign Country,0
5/16/2025,Energy Department,Amending the Administrative Procedures With Respect to the Import and Export of Natural Gas,0
5/16/2025,Energy Department,Revisions to the Office of Hearings and Appeals Procedural Regulations,0
5/16/2025,Energy Department,"Application for Presidential Permit Authorizing the Construction, Connection, Operation, and Maintenance of Facilities for Transmission of Electric Energy at International Boundaries",0
5/16/2025,Energy Department,Collection of Information Under the Energy Supply and Environmental Coordination Act of 1974,0
5/16/2025,Energy Department,Procedures for Acquisition of Petroleum for the Strategic Petroleum Reserve,0
5/16/2025,Energy Department,Rescinding New Construction Requirements Related to Nondiscrimination in Federally Assisted Programs or Activities,0
5/19/2025,Energy Department,Agency Information Collection Extension,0
5/19/2025,Energy Department,Combined Notice of Filings #1,0
5/20/2025,Energy Department,Energy Conservation Program: Test Procedures for Central Air Conditioners and Heat Pumps,0
5/20/2025,Energy Department,"Energy Conservation Program: Energy Conservation Standards for Commercial Refrigerators, Freezers, and Refrigerator-Freezers",0
5/20/2025,Energy Department,Energy Conservation Program: Energy Conservation Standards for Consumer Gas-Fired Instantaneous Water Heaters,0
5/20/2025,Energy Department,Energy Conservation Program: Energy Conservation Standards for Walk-In Coolers and Walk-In Freezers,0
5/20/2025,Energy Department,Combined Notice of Filings #1,0
5/21/2025,Energy Department,"Commission Information Collection Activities (FERC Form No. 60, FERC-61, and FERC-555a); Consolidated Comment Request; Extension; Correction",1
5/21/2025,Energy Department,"Pacific Gas and Electric Company; Notice of Application Ready for Environmental Analysis and Soliciting Comments, Recommendations, Terms and Conditions, and Prescriptions",0
5/21/2025,Energy Department,Combined Notice of Filings #1,0
5/22/2025,Energy Department,"Notice of Availability of Response to Comments for 2024 LNG Export Study: Energy, Economic, and Environmental Assessment of U.S. LNG Exports",0
5/22/2025,Energy Department,"STS Hydropower, LLC, Charter Township of Van Buren, Michigan; Notice of Application Tendered for Filing With the Commission and Establishing Procedural Schedule for Licensing and Deadline for Submission of Final Amendments",0
5/22/2025,Energy Department,"Eagle Creek Reusens Hydro, LLC; Notice of Application Ready for Environmental Analysis and Soliciting Comments, Recommendations, Terms and Conditions, and Prescriptions",0
5/22/2025,Energy Department,Combined Notice of Filings #1,0
5/23/2025,Energy Department,Combined Notice of Filings #1,0
5/23/2025,Energy Department,"NFE Altamira FLNG, S. de R.L. de C.V.; Application To Amend Export Term Through December 31, 2050, for Existing Non-Free Trade Agreement Authorization",0
5/23/2025,Energy Department,Change In Control: Louisiana LNG Infrastructure LLC,0
5/27/2025,Energy Department,Meeting the Challenge of Resource Adequacy in Regional Transmission Organization and Independent System Operator Regions; Second Supplemental Notice of Commissioner-Led Technical Conference,0
5/27/2025,Energy Department,Clean Energy for New Federal Buildings and Major Renovations of Federal Buildings; Stay; Correction,0
5/27/2025,Energy Department,"Boott Hydropower, LLC; Notice of Application Accepted for Filing, Soliciting Motions To Intervene and Protests, Ready for Environmental Analysis, and Soliciting Comments, Recommendations, Preliminary Terms and Conditions, and Preliminary Prescriptions",0
5/27/2025,Energy Department,Combined Notice of Filings #1,0
5/29/2025,Energy Department,Critical Material List; Addition of Metallurgical Coal Used for Steelmaking,0
5/29/2025,Energy Department,Energy Conservation Program: Test Procedure for Central Air Conditioners and Heat Pumps,0
5/29/2025,Energy Department,Combined Notice of Filings #1,0
5/30/2025,Energy Department,Agency Information Collection Proposed Extension,0
5/30/2025,Energy Department,Combined Notice of Filings #1,0
6/2/2025,Energy Department,PacifiCorp; Notice of Motion for Extension of Time To Comply,0
6/2/2025,Energy Department,Nevada Power Company; Notice of Motion for Extension of Time To Comply,0
6/2/2025,Energy Department,"Deseret Generation & Transmission Co-operative, Inc.; Notice of Request for Deferral of Effective Date",0
6/2/2025,Energy Department,"Lake Charles LNG Export Company, LLC; Application for an Amendment To Extend the Commencement of Operations Deadline in Long-Term Authorizations To Export Liquefied Natural Gas",0
6/3/2025,Energy Department,Combined Notice of Filings #1,0
6/4/2025,Energy Department,"Midcontinent Independent System Operator, Inc.; Notice of Motion for Extension of Effective Date, Motion for Shortened Response Period, and Request for Expedited Action",0
6/4/2025,Energy Department,"Pacific Gas and Electric Company; Notice of Application Ready for Environmental Analysis and Soliciting Comments, Recommendations, Terms and Conditions, and Prescriptions",0
6/4/2025,Energy Department,Combined Notice of Filings #1,0
6/5/2025,Energy Department,Combined Notice of Filings #2,0
6/5/2025,Energy Department,Combined Notice of Filings #1,0
6/6/2025,Energy Department,Meeting the Challenge of Resource Adequacy in Regional Transmission Organization and Independent System Operator Regions; Third Supplemental Notice of Commissioner-Led Technical Conference,0
6/6/2025,Energy Department,21st Century Energy Workforce Advisory Board,0
6/6/2025,Energy Department,Delfin LNG LLC; Request for Amendment of Long-Term Authorizations To Export Liquefied Natural Gas and for Additional Extension of Time To Commence Exports,0
6/6/2025,Energy Department,Notice of Effectiveness of Exempt Wholesale Generator Status,0
6/6/2025,Energy Department,"Oswego Hydro Partners, LP; Notice of Application Ready for Environmental Analysis and Soliciting Comments, Recommendations, Terms and Conditions, and Prescriptions",0
6/6/2025,Energy Department,Combined Notice of Filings #1,0
6/9/2025,Energy Department,Combined Notice of Filings #1,0
6/10/2025,Energy Department,Agency Information Collection Extension,0
6/10/2025,Energy Department,Combined Notice of Filings #1,0
6/11/2025,Energy Department,Combined Notice of Filings #1,0
6/11/2025,Energy Department,Meeting the Challenge of Resource Adequacy in Regional Transmission Organization and Independent System Operator Regions; Notice Requesting Post-Conference Comment,0
6/12/2025,Energy Department,"Environmental Management Site-Specific Advisory Board, Northern New Mexico",0
6/12/2025,Energy Department,Combined Notice Of Filings #1,0
6/13/2025,Energy Department,Combined Notice of Filings #1,0
6/16/2025,Energy Department,Application for Renewal of Authorization To Export Electric Energy; Centre Lane Trading Ltd.,0
6/16/2025,Energy Department,Application for Authorization To Export Electric Energy; Halia Energy LLC,0
6/16/2025,Energy Department,Application for Renewal of Authorization To Export Electric Energy; Nalcor Energy Marketing Corporation,0
6/16/2025,Energy Department,"Environmental Management Site-Specific Advisory Board, Savannah River Site",0
6/16/2025,Energy Department,Combined Notice of Filings #1,0
6/16/2025,Energy Department,Northwest Pipeline LLC; Notice of Scoping Period Requesting Comments on Environmental Issues for the Proposed Kemmerer Horsepower Replacement Project,0
6/17/2025,Energy Department,Louisiana LNG Infrastructure LLC; Request for Extension of Export Commencement Deadline,0
6/17/2025,Energy Department,"Ampersand Ogdensburg Hydro, LLC; Notice of Application Tendered for Filing With the Commission and Soliciting Additional Study Requests and Establishing Procedural Schedule for Relicensing and a Deadline for Submission of Final Amendments",0
6/17/2025,Energy Department,"Lower Saranac Hydro Partners, LLC",0
6/17/2025,Energy Department,Combined Notice of Filings #1,0
6/18/2025,Energy Department,National Coal Council,0
6/18/2025,Energy Department,Combined Notice of Filings #1,0
6/20/2025,Energy Department,Combined Notice of Filings #1,0
6/20/2025,Energy Department,International Energy Agency Meetings,0
6/24/2025,Energy Department,Department of Energy Regulations Guidance,0
6/24/2025,Energy Department,Removal of Regulations Limiting Authorizations To Proceed With Construction Activities Pending Rehearing,0
6/24/2025,Energy Department,Sunshine Act Meetings,0
6/25/2025,Energy Department,Agency Information Collection Extension,0
6/25/2025,Energy Department,Combined Notice of Filings #2,0
6/25/2025,Energy Department,Combined Notice of Filings #1,0
6/26/2025,Energy Department,Combined Notice of Filings #2,0
6/26/2025,Energy Department,Combined Notice of Filings #1,0
6/26/2025,Energy Department,Federal and State Current Issues Collaborative; Notice Announcing Meeting,0
6/27/2025,Energy Department,Agency Information Collection Extension,0
6/27/2025,Energy Department,Lake Upchurch Dam Preservation Association; Notice of Availability of Environmental Assessment,0
6/27/2025,Energy Department,"PacifiCorp; Notice of Application Accepted for Filing and Soliciting Comments, Motions To Intervene, and Protests",0
6/27/2025,Energy Department,Northern States Power Company; Notice Soliciting Scoping Comments,0
6/27/2025,Energy Department,Combined Notice of Filings #1,0
6/30/2025,Energy Department,Notice of Request for Information (RFI) on 2026 Energy Critical Materials Assessment,0
6/30/2025,Energy Department,Commission Information Collection Activities (Ferc-715); Comment Request; Extension,1
6/30/2025,Energy Department,"Texas Eastern Transmission, LP; Notice of Scoping Period Requesting Comments on Environmental Issues for the Proposed Appalachia to Market III Project",0
6/30/2025,Energy Department,Rover Pipeline LLC; Notice of Availability of the Environmental Assessment for the Proposed Rover-Bulger Compressor Station and Harmon Creek Meter Station Expansion Project,0
6/30/2025,Energy Department,"Town of Wells; Notice of Application Ready for Environmental Analysis and Soliciting Comments, Recommendations, Terms and Conditions, and Prescriptions",0
6/30/2025,Energy Department,Combined Notice of Filings #1,0
7/1/2025,Energy Department,Agency Information Collection Extension,0
7/1/2025,Energy Department,Potential Enhancements to the Critical Infrastructure Protection Reliability Standards,0
7/1/2025,Energy Department,"Lewis Ridge Pumped Storage, LLC; Notice of Application Tendered for Filing With the Commission and Soliciting Additional Study Request and Establishing Procedural Schedule for Licensing and a Deadline for Submission of Final Amendments",0
7/1/2025,Energy Department,"NorthWestern Corporation; Notice of Application for Non-Capacity Amendment of License Accepted for Filing, Soliciting Comments, Motions To Intervene, and Protests",0
7/1/2025,Energy Department,Commission Information Collection Activities (Ferc-725k); Comment Request; Extension,1
7/1/2025,Energy Department,"Magnum Gas Storage, LLC; Notice of Schedule for the Preparation of an Environmental Assessment for the 2025 Amendment Project",0
7/1/2025,Energy Department,"Freeport LNG Development, L.P., FLNG Liquefaction 4, LLC; Notice of Request for Extension of Time",0
7/1/2025,Energy Department,Combined Notice of Filings #1,0
7/2/2025,Energy Department,Energy Conservation Standards for Manufactured Housing,0
7/2/2025,Energy Department,Combined Notice of Filings #1,0
7/2/2025,Energy Department,Critical Infrastructure Protection Reliability Standard CIP-015-1-Cyber Security-Internal Network Security Monitoring,0
7/2/2025,Energy Department,"Claiborne Hydroelectric, LLC; Notice of Preliminary Permit Application Accepted for Filing and Soliciting Comments, Motions To Intervene, and Competing Applications",0
7/2/2025,Energy Department,Northwest Pipeline LLC; Notice of Schedule for the Preparation of an Environmental Assessment for the Kemmerer Horsepower Replacement Project,0
7/2/2025,Energy Department,Combined Notice of Filings #2,0
7/3/2025,Energy Department,Revision of National Environmental Policy Act Implementing Procedures,0
7/3/2025,Energy Department,Removal of References to the Council on Environmental Quality's Rescinded Regulations,0
7/3/2025,Energy Department,"Nevada Irrigation District; Notice of Application for Non-Capacity Amendment of License Accepted for Filing, Soliciting Comments, Motions To Intervene, and Protests",0
7/3/2025,Energy Department,Commonwealth Edison Company; Notice of Institution of Section 206 Proceeding and Refund Effective Date,0
7/3/2025,Energy Department,Qualifying Facility Rates and Requirements Implementation Issues Under the Public Utility Regulatory Policies Act of 1978; Notice of Second Revised Procedural Schedule for the Environmental Assessment for Qualifying Facility Rates and Requirements Implementation Issues Under the Public Utility Regulatory Policies Act of 1978,0
7/3/2025,Energy Department,Combined Notice of Filings #2,0
7/7/2025,Energy Department,Application for Authorization To Export Electric Energy; Danske Commodities US LLC,0
7/7/2025,Energy Department,Application for Authorization To Export Electric Energy; Castleton Commodities Energy Trading LLC,0
7/7/2025,Energy Department,Application for Renewal of Authorization To Export Electric Energy; H.Q. Energy Services (US) Inc.,0
7/7/2025,Energy Department,Department of Energy Acquisition Regulation,0
7/7/2025,Energy Department,Commission Information Collection Activities (FERC Form Nos. 6 and 6-Q); Comment Request; Extension,1
7/7/2025,Energy Department,Commission Information Collection Activities (FERC-604) Comment Request; Extension,1
7/7/2025,Energy Department,"Goodyear Lake Hydro, L.L.C; Notice of Effectiveness of Withdrawal of Application for Amendment of License",0
7/7/2025,Energy Department,Records Governing Off-the-Record Communications: Public Notice,0
7/7/2025,Energy Department,Combined Notice of Filings #2,0
7/7/2025,Energy Department,Combined Notice of Filings #1,0
7/8/2025,Energy Department,Agency Information Collection Extension,0
7/8/2025,Energy Department,"Texas Eastern Transmission, LP; Notice of Schedule for the Preparation of an Environmental Assessment for the Longwall Mining Panel M1 Project",0
7/8/2025,Energy Department,"Sugar River Hydro II, LLC; Notice of Application for Surrender of License Accepted for Filing, Soliciting Comments, Motions To Intervene, and Protests",0
7/8/2025,Energy Department,"Yuba County Water Agency; Notice of Application for Non-Capacity License Amendment Accepted for Filing and Soliciting Comments, Motions To Intervene, and Protests",0
7/8/2025,Energy Department,"Craig Pilon; Notice of Declaration of Intention and Soliciting Comments, Protests, and Motions To Intervene",0
7/8/2025,Energy Department,Combined Notice of Filings #2,0
7/8/2025,Energy Department,Combined Notice of Filings #1,0
7/9/2025,Energy Department,Combined Notice of Filings #2,0
7/9/2025,Energy Department,Combined Notice Of Filings #1,0
7/9/2025,Energy Department,"Freeport LNG Expansion, L.P. & FLNG Liquefaction 4, LLC; Request for Extension of Export Commencement Deadline",0
7/9/2025,Energy Department,Mexico Pacific Limited LLC; Application for an Amendment To Extend the Deadline for Commencement of Export Operations in Long-Term Authorization To Re-Export Liquefied Natural Gas,0
7/9/2025,Energy Department,"Sabine Pass Liquefaction, LLC and Sabine Pass Liquefaction Stage V, LLC; Amendment to Application for Long-Term Authorization To Export Liquefied Natural Gas to Non-Free Trade Agreement Nations",0
7/9/2025,Energy Department,"Mountain Valley Pipeline, LLC; Notice Of Schedule For The Preparation Of An Environmental Assessment For The Proposed Mountain Valley Pipeline Southgate Amendment Project",0
7/9/2025,Energy Department,"Ohio Power and Light, LLC; Notice of Application Accepted for Filing and Soliciting Motions To Intervene and Protests",0
7/9/2025,Energy Department,Adopting Categorical Exclusions Under the National Environmental Policy Act; Notice Of Adoption Of Categorical Exclusions Under The National Environmental Policy Act,0
7/10/2025,Energy Department,Combined Notice of Filings #2,0
7/10/2025,Energy Department,"Southern Star Central Gas Pipeline, Inc.; Notice of Revised Schedule for Environmental Review of the Cedar Vale Compressor Station Project",0
7/10/2025,Energy Department,"Virginia Electric and Power Company; Notice of Application for Non-Project Water Withdrawal Accepted for Filing, Soliciting Comments, Motions To Intervene, and Protests",0
7/11/2025,Energy Department,"Environmental Management Site-Specific Advisory Board, Oak Ridge",0
7/11/2025,Energy Department,"Environmental Management Site-Specific Advisory Board, Hanford",0
7/11/2025,Energy Department,Colorado River Storage Project-Rate Order No. WAPA-220,0
7/11/2025,Energy Department,Loveland Area Projects-Rate Order No. WAPA-219,0
7/11/2025,Energy Department,Pick-Sloan Missouri Basin Program-Eastern Division-Rate Order No. WAPA-218,0
7/11/2025,Energy Department,Application for Authorization To Export Electric Energy; DRW Energy Trading LLC,0
7/11/2025,Energy Department,Town of Stowe Electric Department; Notice of Availability of Environmental Assessment,0
7/11/2025,Energy Department,"BOST4 Hydroelectric LLC, BOST5 Hydroelectric LLC; Notice of Availability of Environmental Assessment",0
7/11/2025,Energy Department,"City of St. Cloud, Minnesota; Notice of Reasonable Period of Time for Water Quality Certification Application",0
